Title,Conference
Cloth motion capture,SIGGRAPH
A web middleware architecture for dynamic customization of content for wireless clients,WWW
Geometric modeling based on triangle meshes,SIGGRAPH
Commutativity and its Role in the Processing of Linear Recursion,VLDB
Structural cell-based VLSI circuit design using a genetic algorithm,ISCAS
Distributed Broadcast Algorithm in Multihop Aloha Networks,INFOCOM
Efficient Use of the Query Optimizer for Automated Database Design,VLDB
A signal-processing framework for inverse rendering,SIGGRAPH
SFPS: A Synchronous Fast Packet Switching Architecture for Very High Speeds,INFOCOM
Spatio-Temporal Retrieval with RasDaMan,VLDB
Automatic extraction of moving objects using multiple features and multiple frames,ISCAS
A vMOS Soft-Maximum Current Mirror,ISCAS
The Multipurpose Presentation System,VLDB
Query-sets: using implicit feedback and query patterns to organize web documents,WWW
On Service Level Agreements for IP Networks,INFOCOM
Applying Hash Filters to Improving the Execution of Bushy Trees,VLDB
On a service-oriented approach for an engineering knowledge desktop,WWW
Reliability Analysis of Sparse Topologies for Packet Radio Networks,INFOCOM
MARE: multiuser augmented reality environment on table setup,SIGGRAPH
A Comparison of Implicit and Explicit Links for Web Page Classification,WWW
DECO: a designing editor for line stone decoration,SIGGRAPH
An efficient representation for irradiance environment maps.,SIGGRAPH
Data extraction and label assignment for web databases,WWW
Finding our way on the web: exploring the role of waypoints in search interaction,WWW
Dynamic Global Packet Routing in Wireless Networks,INFOCOM
On the Queueing Analysis of Dispersed Periodic Messages,INFOCOM
Rainbow: Distributed Database System for Classroom Education and Experimental Research,VLDB
"Art on the Web, the Web as art (panel)",SIGGRAPH
Recursively combine floorplan and Q-place in mixed mode placement based on circuit's variety of block configuration,ISCAS
Switched-Current Cells for Design Automation,ISCAS
Using Characters to Engage and Teach Novice Web Users: A Case Study,WWW
Opportunistic Processing and Query of Motion Trajectories in Wireless Sensor Networks,INFOCOM
Hierarchical Techniques for Symbolic Analysis of Large Electronic Circuits,ISCAS
Chip-Secured Data Access: Reconciling Access Rights with Data Encryption,VLDB
The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,VLDB
Retagging social images based on visual and semantic consistency,WWW
Disseminating Updates on Broadcast Disks,VLDB
G-ToPSS: fast filtering of graph-based metadata,WWW
Dependency Inference,VLDB
Painting detail,SIGGRAPH
Applying Parallel Processing Techniques in Data Warehousing and OLAP,VLDB
Fine grained access control for SOAP E-services,WWW
Recovering High Dynamic Range Radiance Maps from Images,SIGGRAPH
Computing Queue-Length Distributions for Power-Law Queues,INFOCOM
Fine-Grained Location-Free Planarization in Wireless Sensor Networks,INFOCOM
On Channel Power Sensing in Terrestrial Spread Spectrum Packet Radio Networks,INFOCOM
Eliminating Fuzzy Duplicates in Data Warehouses,VLDB
"Comments on the Paper Data Base Design in Theory and Practice""""omments on the Paper ""Data Base Design """"mments on the Pap""",VLDB
Live 3D video in soccer stadium,SIGGRAPH
Modeling OpAmp-Induced Harmonic Distorition for Switched-Capacitor Sigma-Delta Modulator Design,ISCAS
Application of Genetic Algorithm for Response Surface Modeling in Optimal Statistical Design,ISCAS
NiCE formula editor,SIGGRAPH
Critical art/interactive art/virtual art: rethinking computer art,SIGGRAPH
Application Program Conversion due to Data Base Changes,VLDB
Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,VLDB
"Self-quenching, Forward-bias-reset for Single Photon Avalanche Detectors in 1.8V, 0.18Ã‚Âµm process",ISCAS
Toward a General Spatial Data Model for an Object-Oriented DBMS,VLDB
Answering XML Queries over Heterogeneous Data Sources,VLDB
Hypercube Connected Rings: A Fault-Tolerant and Scalable Architecture for Virtual Lightwave Network Topology,INFOCOM
Analysis of Routing Strategies for Packet Radio Networks,INFOCOM
Joint wavelet transform and vector quantization for speech coding,ISCAS
Breaking the myth: one picture is NOT (always) worth a thousand words (panel),SIGGRAPH
Estimating the cardinality of RDF graph patterns,WWW
The digital Michelangelo project: 3D scanning of large statues,SIGGRAPH
A handheld virtual mirror,SIGGRAPH
TJFast: effective processing of XML twig pattern matching,WWW
Spectral processing of point-sampled geometry,SIGGRAPH
The Buddy-Tree: An Efficient and Robust Access Method for Spatial Data Base Systems,VLDB
Seamless texture mapping of subdivision surfaces by model pelting and texture blending,SIGGRAPH
Exploiting conceptual modeling for web application quality evaluation,WWW
Estimation of Propagation Delay considering Short-Circuit Current for Static CMOS Gates,ISCAS
Engineering server-driven consistency for large scale dynamic Web services,WWW
An efficient spatio-temporal architecture for animation rendering,SIGGRAPH
Augmented reality for air traffic control towers,SIGGRAPH
ArtStream: Web art in a curatorial setting,SIGGRAPH
A Conformance Measure for Traffic Shaping in High-Speed Networks with an Application to the Leaky Bucket,INFOCOM
"Low noise, low power dissipation analog LSI electronics for heavy ion detectors",ISCAS
Towards Efficient Large-Scale VPN Monitoring and Diagnosis under Operational Constraints,INFOCOM
Dynamic Guard Bandwidth Scheme for Wireless Broadband Networks,INFOCOM
Co-optimization of multiple relevance metrics in web search,WWW
Rank aggregation methods for the Web,WWW
Certified email with a light on-line trusted third party: design and implementation,WWW
State-of-the-art and future prospects for analogue signal processing-a tutorial,ISCAS
SC FIR Interpolation Filters using Parallel Cyclic Networks,ISCAS
A MD FFT Algorithm for Symmetric Signals,ISCAS
Plenoptic stitching: a scalable method for reconstructing 3D interactive walk throughs,SIGGRAPH
MobTorrent: A Framework for Mobile Internet Access from Vehicles,INFOCOM
Mean Waiting Time Approximations in Cyclic-Service Systems with Exhaustive Limited Service Policy,INFOCOM
Computing Frequent Itemsets Inside Oracle 10G,VLDB
Supporting Incremental Join Queries on Ranked Inputs,VLDB
Multiresolution analysis of arbitrary meshes,SIGGRAPH
Issues in Developing Very Large Data Warehouses,VLDB
Response Characteristic from an Artificial Hysteresis Neuron,ISCAS
Minimum User-Perceived Interference Routing in Service Composition,INFOCOM
"Derived Relations: A Unified Mechanism for Views, Snapshots, and Distributed Data",VLDB
On the Sensitivity of Web Proxy Cache Performance to Workload Characteristics,INFOCOM
Performance of Yamakawa's Chaotic Chips and Chua's Circuits for Secure Communications,ISCAS
A Congestion Control Framework for ATM Networks,INFOCOM
"Home grown CGI: the cultivation of Henry's Garden""""""ome grown CGI: """,SIGGRAPH
A proposal for an owl rules language,WWW
"Delay Analysis of an Asymmetric, Buffered Random Access System",INFOCOM
ÃƒÂ_ther: reading with tactile vision,SIGGRAPH
Indexing the Indonesian Web: Language Identification and Miscellaneous Issues,WWW
Mesh editing with poisson-based gradient field manipulation,SIGGRAPH
Performance Analysis of a Multichannel Local Lightwave Network with Grouping Property,INFOCOM
An Annotation Management System for Relational Databases,VLDB
A New Multi-Path Tree-Search FSVQ Architecture for Image/Video Sequence Coding,ISCAS
Ad-hoc Localization in Urban District,INFOCOM
Fast Time Sequence Indexing for Arbitrary Lp Norms,VLDB
Configuring silicon neural networks using genetic algorithms,ISCAS
Non-photorealistic rendering in stereoscopic 3D visualization,SIGGRAPH
The ADAPT System: A Generalized Approach Towards Data Conversion,VLDB
Karma Chameleon: jacquard-woven photonic fiber display,SIGGRAPH
On a web browsing support system with 3d visualization,WWW
Reflection vector shading hardware,SIGGRAPH
A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,VLDB
Determining Text Databases to Search in the Internet,VLDB
Image snapping,SIGGRAPH
LOGML - XML Language for Web Usage Mining,WWW
The ViscousDisplay: adaptive transient interfaces in public space,SIGGRAPH
"MusicSpace: you play"" the music""""usicSpace: you """,SIGGRAPH
Look up table (LUT) inverse halftoning,ISCAS
"PARALLEL ALGORITHMS FOR SIMULTANEOUS SCHEDULING, BINDINGAND FLOORPLANNING IN HIGH-LEVEL SYNTHESIS",ISCAS
Logic Programming Environments for Large Knowledge Bases: A Practical Perspective (Abstract),VLDB
Visitor awareness in the web,WWW
Efficient Numerical Error Bounding for Replicated Network Services,VLDB
The Value of Merge-Join and Hash-Join in SQL Server,VLDB
Trap Coverage: Allowing Coverage Holes of Bounded Diameter in Wireless Sensor Networks,INFOCOM
One-Dimensional Model of the Power Bipolar Transistor with Thermoelectrical Interactions for Circuit Applications,ISCAS
The soul of the machine: the search for spirituality in cyberspace (panel),SIGGRAPH
Semantic adaptation of consumer photo for mobile device access,ISCAS
Throughput-Delay and Stability Analysis of an Asynchronous Spread Spectrum Packet Radio Network,INFOCOM
Video coding with virtual set partitioning in hierarchical tree,ISCAS
High-Level Navigational Facilities for Network and Relational Databases,VLDB
Usage Aware PageRank,WWW
Multiperspective panoramas for cel animation,SIGGRAPH
VC-1: a scalable graphics computer with virtual local frame buffers,SIGGRAPH
Asymmetrical query recommendation method based on bipartite network resource allocation,WWW
The effect of DNS delays on worm propagation in an IPv6 Internet,INFOCOM
Improv: a system for scripting interactive actors in virtual worlds,SIGGRAPH
Statistical rate-distortion estimation for H.264/AVC coders,ISCAS
A Framework for Routing and Congestion Control in Multicast Networks,INFOCOM
Merging Models Based on Given Correspondences,VLDB
Interactive simulation of fire in virtual building environments,SIGGRAPH
A Low-Cost Storage Server for Movie on Demand Databases,VLDB
Office voodoo: a real-time editing engine for an algorithmic sitcom,SIGGRAPH
Update Synchronization in Distributed Databases,VLDB
Type based service composition,WWW
An Autonomous Page Ranking Method for Metasearch Engines,WWW
Pervasive Multimedia Markup Language (PMML): an XML-based multimedia content specification for pervasive access,WWW
Probabilistic models for discovering e-communities,WWW
A measurement study of Internet bottlenecks,INFOCOM
Using Web structure for classifying and describing Web pages,WWW
On the Performance Behavior of ATM End-Stations,INFOCOM
The scale-free nature of semantic web ontology,WWW
Implementation of the IRRD Data Base in Portugal,VLDB
A New Approach to Reconfigure Faulty Systolic Array,ISCAS
Management of Complex Objects as Dynamic Forms,VLDB
Estimation of Unmeasurable Variables in a Dynamical System by Resource Allocating Networks,ISCAS
The nanomanipulator: a virtual-reality interface for a scanning tunneling microscope,SIGGRAPH
A New SQL-like Operator for Mining Association Rules,VLDB
Generalized Access Control Strategies for Token Passing Systems,INFOCOM
"Multiscale model of Adaptation, Spatial Vision and Color Appearance",SIGGRAPH
A Methodology for View Inegration in Logical Database Design,VLDB
Equivalent Net Abstraction and Firing Sequence Preservation,ISCAS
The BT-tree: A Branched and Temporal Access Method,VLDB
Program Analysis for Conversion from a Navigation to a Specification Database Interface,VLDB
